,l2,dropout,method,accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,0,0.0,SGD,0.8806848526000977,0.8705565929412842,0.8788049316800082,0.86853462849676
1,0,0.2,SGD,0.8790469169616699,0.8691746592521667,0.8777870416124874,0.8677120862582968
2,0,0.4,SGD,0.8796355724334717,0.8711324334144592,0.8755993055353227,0.8664567675780548
3,0,0.6000000000000001,SGD,0.8825787901878357,0.8739347457885742,0.8786880227269203,0.8694864001743094
4,0,0.8,SGD,0.8754127025604248,0.8669481873512268,0.8726414078900013,0.8636588247831054
