,model_name,accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,nn_Adam_l2_0_dropout_0,0.88019859790802,0.8703646659851074,0.8780003818474588,0.8678240048412651
1,nn_Adam_l2_0_dropout_0.8,0.8831930160522461,0.8743953704833984,0.8807854041958529,0.871871709521412
2,nn_Adam_l2_3.1622776601683795e-05_dropout_0,0.8828091025352478,0.8748944401741028,0.8789725818883084,0.8704845590357971
3,nn_Adam_l2_0.0001_dropout_0.4,0.8852404356002808,0.8743953704833984,0.8823009312075705,0.8710309325784032
4,nn_SGD_l2_0_dropout_0,0.8773065805435181,0.8706334233283997,0.8734183757333294,0.8663050573494375
5,nn_SGD_l2_0_dropout_0.6000000000000001,0.8825787901878357,0.8739347457885742,0.8786880227269203,0.8694864001743094
6,nn_SGD_l2_0.001_dropout_0,0.8864177465438843,0.875239908695221,0.8836187651487921,0.8720701679996937
7,nn_SGD_l2_0.001_dropout_0.4,0.8827323317527771,0.8743185997009277,0.8799659283273344,0.8711081983071254
