,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.8244567860159189,0.825067178502879,0.8089345556775671,0.809292680011449
1,3.0,0.8320323497043994,0.8325911708253358,0.8187606285890486,0.8191154786358037
2,5.0,0.8419624804852456,0.8430326295585413,0.8315914548952952,0.8327492518356591
3,7.0,0.8471578839607914,0.8486756238003839,0.8376204286367263,0.8393003924203676
4,11.0,0.8525836255214598,0.8531285988483686,0.8445006236924321,0.8452141648801123
5,13.0,0.8547334476492718,0.8550479846449136,0.8463887158990236,0.846910273520836
6,20.0,0.8600312236070944,0.8583109404990403,0.8521706156090948,0.8504336913884527
7,30.0,0.8645867990684104,0.8623800383877159,0.8579061110340014,0.8554104111914365
8,50.0,0.8701916924730633,0.8663339731285988,0.8645161467154427,0.8603486330773675
9,70.0,0.8755918409131626,0.8692130518234165,0.8704105251052879,0.8635554612463703
10,90.0,0.879277250275126,0.871362763915547,0.8743927159447535,0.865838044995539
11,120.0,0.8812223274383846,0.8738963531669866,0.8770428963011039,0.8689815946176552
12,150.0,0.8868784070841758,0.8756238003838771,0.8830930049965964,0.8709491321311106
13,200.0,0.8898216159496327,0.8762763915547025,0.886378463992858,0.8722845836740202
