,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.8426023084994754,0.8412284069097888,0.8327538831345812,0.8312672338857462
1,3.0,0.8470299183579454,0.8461804222648752,0.8362954319399141,0.8353839404055308
2,5.0,0.8533258260179664,0.852168905950096,0.8438940208664228,0.8427711449538994
3,7.0,0.8545798889258567,0.8528214971209213,0.8475228490907718,0.8457769761880777
4,11.0,0.8609013897064469,0.8572360844529751,0.8553758806382347,0.8516504603078442
5,13.0,0.863588667366212,0.8587332053742802,0.8581330979559636,0.853200821854055
6,15.0,0.8668645867990684,0.8611132437619962,0.8613429243959945,0.8553463458158782
7,17.0,0.8694238988559875,0.8632629558541267,0.8643804101766975,0.8577524744943469
8,20.0,0.8716760934660763,0.864721689059501,0.8667008561131849,0.8592493953670495
9,25.0,0.8733908325442121,0.8657581573896354,0.8684419546079681,0.8603022106514059
10,30.0,0.876589972615361,0.8671785028790787,0.87188920021955,0.8614792193420957
11,40.0,0.8800962301333402,0.869827255278311,0.8759113249314089,0.8647440861241642
12,50.0,0.8831929977222123,0.8719385796545106,0.8794370978917557,0.8672589244870791
