,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.7086592178770951,0.620526630760024,0.7010088241067731,0.6062975783706397
1,3.0,0.7199521149241821,0.6236983842010773,0.7133469136904952,0.6102895067953027
2,5.0,0.7338786911412611,0.6259126271693596,0.7283367401533036,0.6129911868721571
3,7.0,0.7495211492418197,0.628067025733094,0.7449556319042073,0.6157855926233039
4,11.0,0.7727853152434158,0.6300418910831838,0.7696117425250137,0.6193218929669204
5,13.0,0.7823224261771748,0.6288450029922202,0.779611284640501,0.6185002158460261
6,15.0,0.789465283320032,0.6280670257330939,0.7869143723729792,0.6181655307964004
7,17.0,0.7962490023942538,0.6281268701376421,0.7941388018342658,0.6185114891331835
8,20.0,0.8089385474860336,0.6263913824057451,0.8071550180504206,0.6172244818554626
9,25.0,0.8267757382282521,0.6231597845601435,0.8254233227725323,0.614495045077279
10,30.0,0.8422984836392656,0.6228007181328545,0.8413073105158013,0.6144925995543267
11,40.0,0.8715482841181166,0.6213046080191501,0.8710553226003634,0.6138529435424227
12,50.0,0.9020750199521149,0.6211250748055057,0.9019251966225408,0.6143164119677624
