,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.500319233838787,0.49311789347695995,0.3692925206738349,0.3597489931396629
1,3.0,0.5650438946528331,0.5414721723518852,0.4869142893628983,0.4563879280783539
2,5.0,0.6065043894652834,0.5751645721125075,0.559236125809868,0.5200419639356391
3,7.0,0.6329608938547486,0.598324356672651,0.598481393160119,0.557863812016077
4,11.0,0.6566241021548284,0.6179533213644524,0.6331126337982711,0.5883020043685514
5,13.0,0.6613328012769353,0.6224416517055655,0.6410272900238919,0.5962882855242319
6,20.0,0.6806464485235435,0.6302812687013765,0.6672381702781178,0.6115667255629921
7,30.0,0.7001995211492418,0.63081986834231,0.6906617056656581,0.61468729070754
8,50.0,0.7295690343176378,0.6302812687013765,0.7232682927791292,0.6171373126089317
9,70.0,0.7549880287310454,0.6272292040694194,0.7504031690167853,0.6152615191927628
10,90.0,0.7790502793296089,0.6254338719329742,0.7759987375172479,0.6148316077840976
11,120.0,0.8091380686352754,0.6260921603830043,0.8070730141088542,0.616806017538236
12,150.0,0.8350758180367119,0.6249551166965889,0.8336250450348326,0.616518444018558
13,200.0,0.8698324022346368,0.6223818073010173,0.8691621388722595,0.6148986244752438
