,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.45331205107741424,0.45182525433871934,0.2828628978128779,0.2813875965316641
1,3.0,0.45331205107741424,0.45182525433871934,0.2828628978128779,0.2813875965316641
2,5.0,0.522585794094174,0.5110113704368642,0.4122849543407664,0.39706074511293105
3,7.0,0.5703511572226655,0.5441053261520048,0.49723254901329633,0.4635485019066558
4,11.0,0.610853950518755,0.5804308797127469,0.5649201939725474,0.5276690399281193
5,13.0,0.6251396648044694,0.5925792938360264,0.5864365335583019,0.5476271839157236
6,20.0,0.6492019154030327,0.6139437462597248,0.6222832239724553,0.581184635516187
7,30.0,0.666999201915403,0.6247755834829444,0.6490699076231773,0.6010674585885438
8,50.0,0.6904229848363925,0.6286056253740275,0.6790879999236716,0.6114571464712366
9,70.0,0.7079808459696728,0.6301017354877319,0.6992127071573879,0.6145736724801776
10,90.0,0.7214285714285714,0.6299820466786356,0.7143064941085602,0.6158924224162873
11,120.0,0.74146049481245,0.6299222022740875,0.735871016979466,0.6170162779705455
12,150.0,0.759776536312849,0.6284859365649311,0.7554043220845756,0.6169913467104482
13,200.0,0.7877893056664006,0.6281867145421903,0.7848398570848256,0.6180462662864107
