,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.6314844373503592,0.5962298025134649,0.5995721419760207,0.557843637402611
1,3.0,0.6485634477254589,0.6081986834230999,0.6246149091390993,0.5770569803348392
2,5.0,0.671388667198723,0.623638539796529,0.6572637875212064,0.603974153404641
3,7.0,0.6849162011173184,0.6273488928785158,0.6740034424646704,0.6111180430903633
4,11.0,0.706464485235435,0.6309994015559546,0.6986306918979841,0.617367045179768
5,13.0,0.7159217877094972,0.6308797127468582,0.7092361948232119,0.6177663705097654
6,20.0,0.7466879489225857,0.6265709156193896,0.7423386435929179,0.6157027822866298
7,30.0,0.7843176376695931,0.6234590065828846,0.7818081609457912,0.6143184418859934
8,50.0,0.8430566640063846,0.6190903650508678,0.8420398172251357,0.6113004998709243
9,70.0,0.8841580207501997,0.613345302214243,0.8836832731040989,0.6060967930711447
10,90.0,0.9159217877094971,0.6120287253141832,0.9156445517707723,0.6056100380609616
11,120.0,0.950758180367119,0.6084380610412926,0.9506333689610077,0.6024179677927991
12,150.0,0.9720670391061452,0.6070616397366847,0.972004656693683,0.6017027616205286
13,200.0,0.9907422186751796,0.602752842609216,0.990731403646126,0.5977299327726032
