,Accuracy,Precision,Recall,F1,Log-Loss-Value,AUC
0,0.9361532322426177,0.9512831665941713,0.978523489932886,0.964711071901191,0.15903433673480855,0.9510323022693314
1,0.9357541899441341,0.9514223194748359,0.9775179856115108,0.9642936349523176,0.15501043023930214,0.9560883208326956
2,0.9341580207501995,0.9509335649153279,0.9768064228367529,0.9636963696369637,0.15492084931631717,0.9515803665558349
3,0.9373503591380686,0.9495036685369012,0.9821428571428571,0.9655475093263112,0.16007951390537717,0.9484895273899034
4,0.9309656823623305,0.9461805555555556,0.978017048003589,0.9618354290756673,0.16459246660128696,0.9492220208508454
5,0.9377494014365523,0.9533362407326647,0.978076062639821,0.965547703180212,0.14819476808742088,0.9594904942338014
6,0.9349561053471668,0.9526523454625164,0.975314183123878,0.9638500776225327,0.15514926788575625,0.9558545264327138
7,0.9341580207501995,0.9550462758924636,0.9717488789237668,0.9633251833740831,0.15646754360587106,0.9536069409241568
8,0.9353551476456504,0.9496527777777778,0.9794091316025068,0.9643014543851918,0.15889552082582942,0.9510917504871241
9,0.9337589784517158,0.9487516425755584,0.9778781038374718,0.9630947087594487,0.1523533678792985,0.9591724651509158
10,0.9357541899441341,0.9458995276942894,0.984361036639857,0.9647470987519159,0.15410659233601434,0.9553622637482828
11,0.9385474860335196,0.955952900130833,0.976391982182628,0.9660643455266638,0.14956353058980515,0.9588186604544796
12,0.9353551476456504,0.9464209172738963,0.9835189309576837,0.9646133682830931,0.1525183399084637,0.9542533855566648
13,0.9413407821229051,0.9560869565217391,0.9795100222717149,0.9676567656765677,0.14442328399810364,0.9595559310174163
14,0.9341580207501995,0.9472318339100346,0.980743394536498,0.9636963696369637,0.1556021024242618,0.9543395848814569
15,0.9393455706304868,0.949590693666523,0.9843680214381421,0.9666666666666667,0.15063074171659285,0.956171913290611
16,0.9393455706304868,0.949590693666523,0.9843680214381421,0.9666666666666667,0.15728309495591872,0.9501449449911594
17,0.9397446129289705,0.9545851528384279,0.9789520824003582,0.9666150784877294,0.153509109366721,0.9545216688073832
18,0.9361532322426177,0.9588495575221239,0.9700089525514771,0.9643969737427681,0.15446415908598027,0.9544621228079414
19,0.9389465283320032,0.9531046461137647,0.9799107142857143,0.9663218137794409,0.14889856654253333,0.957686627282492
20,0.9301675977653632,0.9440619621342513,0.9799017418490398,0.9616480385711155,0.15598311730296,0.9536945499679665
21,0.9445331205107741,0.9578260869565217,0.9812917594654789,0.9694169416941694,0.14274898170910452,0.960170323153197
22,0.931364724660814,0.9428571428571428,0.981965734896303,0.9620141342756183,0.16112012626036248,0.9540955941288448
23,0.9365522745411013,0.9503700478885503,0.979802513464991,0.9648618784530387,0.15225947938441603,0.9577983932423182
24,0.9337589784517158,0.9527145359019265,0.9740376007162042,0.9632580787959274,0.15359729361412094,0.9571478882510928
25,0.9333599361532322,0.9525483304042179,0.9735069600359227,0.962913613146791,0.1608828688106177,0.9500541577543764
26,0.9393455706304868,0.9498929336188436,0.9844651575676875,0.966870095902354,0.14869231072687897,0.9548638705704646
27,0.9393455706304868,0.9515151515151515,0.9821268990169795,0.9665787159190853,0.15179050089789195,0.9544702759660144
28,0.9337589784517158,0.948170731707317,0.9788669064748201,0.9632743362831858,0.16510709803594031,0.9486293943568549
29,0.9345570630486831,0.952752492414391,0.9755881047492233,0.9640350877192982,0.15168227945461968,0.9519744425088025
Mean,0.936193136472466,0.9509594950751415,0.9789706900197969,0.964750640339766,0.15431872140675254,0.9544614902621712
Std,0.003144341902329121,0.00378994360072053,0.0036818001633460388,0.0017946264639999293,0.005162261129072659,0.003349398755878175
