,RMSE,R-squared,MAE
0,3.2319591072795095,-5.817413330078125e-05,2.3497712362887664
1,2.497847555544668,0.40339195728302,1.8359461285453365
2,2.4875561839265643,0.3704374432563782,1.83227516495506
3,2.5594178478428673,0.3926290273666382,1.8166136638887957
4,2.4713306142726092,0.4318764805793762,1.786865233423609
5,2.483721770274921,0.4015958309173584,1.8477731333288876
6,2.5290755134020797,0.37598150968551636,1.8554103250800373
7,2.428932335863635,0.41543126106262207,1.79983661446872
8,2.502363582314758,0.39106839895248413,1.8257624579731788
9,2.457909665980112,0.40993887186050415,1.8244463383247638
10,2.4479455167947393,0.4204074740409851,1.8059209083806773
11,3.1906791255555955,-2.765655517578125e-05,2.3298796283085634
12,2.5529865408987766,0.37969207763671875,1.8883713229789034
13,2.570988877535846,0.37320029735565186,1.8078841162222627
14,2.4457973299224123,0.40448689460754395,1.7970230813418402
15,3.257509715751738,-0.00026702880859375,2.375177902501769
16,2.4171868497151823,0.4360668659210205,1.752252962526472
17,2.520162216447848,0.39089518785476685,1.8061170796822854
18,2.471307233205954,0.4000135660171509,1.7996328582976784
19,3.2083115315905983,-7.259845733642578e-05,2.341821458942873
20,2.4330254838470986,0.4158635139465332,1.8153938642046685
21,3.1671972662426864,-6.330013275146484e-05,2.322149298044556
22,2.5604480843724375,0.39180225133895874,1.8375081380462037
23,2.5291065493602005,0.3921161890029907,1.8546812867319118
24,3.2005833641652077,-1.0251998901367188e-05,2.340613078233821
25,3.3067668859372423,-6.401538848876953e-05,2.4225981713102422
26,2.4921621224660497,0.3819790482521057,1.8663463015986363
27,2.5035028691491736,0.3953801393508911,1.8285307562646158
28,2.530613486451963,0.38552796840667725,1.8696319653525508
29,3.2515640250115796,-7.784366607666016e-05,2.3728501608347
Mean,2.690265308370802,0.29197137951850893,1.966969487869413
Std,0.32649767665385443,0.17675282224867905,0.2370704768019992
