,RMSE,R-squared,MAE
0,2.169858150496261,0.5492287278175354,1.5481801225200997
1,2.1410019438936043,0.5616799592971802,1.5225094725204675
2,2.1365159893003827,0.535585880279541,1.5636062633487005
3,2.147253603883396,0.5724978446960449,1.5257249542549907
4,2.1135662393474113,0.5844600200653076,1.4803841667753739
5,2.086393988840237,0.5777385830879211,1.5275924297113563
6,2.1051884782568373,0.5676297545433044,1.5057885102624429
7,2.126290469612407,0.5520289540290833,1.5043773485581016
8,2.1457319856723505,0.5522675514221191,1.5985743590383081
9,2.0999288407712666,0.5693005323410034,1.544164013120525
10,2.1269652149308658,0.5624375343322754,1.5610274126885513
11,2.1213459593115136,0.5579526424407959,1.48765415462226
12,2.18908709904943,0.5439249277114868,1.5630519080904133
13,2.1785471003179713,0.549948513507843,1.5825988970465024
14,2.106141908249087,0.558403491973877,1.549238323879927
15,2.1198111222113845,0.5764167308807373,1.5106696443184795
16,2.1112873223528568,0.5697689056396484,1.534291476891313
17,2.1470848419245683,0.5578868389129639,1.5201115309478566
18,2.0579400601392592,0.5839424729347229,1.4433675539179602
19,2.0877454588344544,0.5765193700790405,1.4955535972013725
20,2.0920659332191764,0.5681114196777344,1.5236257585828437
21,2.1228417244040108,0.5507247447967529,1.574413149811607
22,2.1634850354275983,0.5657691955566406,1.520324006617212
23,3.2439283057601025,-6.639957427978516e-05,2.398511280750905
24,2.1276396553203356,0.5580813884735107,1.5808891791490585
25,2.231786943073875,0.5444604158401489,1.5535453804378403
26,2.095893829840758,0.5628916025161743,1.533423716605233
27,2.0868961986536116,0.5798659324645996,1.4726503371050714
28,2.1217647642101416,0.5680385828018188,1.5390044550655941
29,2.1350815733079367,0.5688006281852722,1.4951950405848473
Mean,2.1646356580204364,0.5442098915576935,1.5586682814808406
Std,0.20340171857690326,0.10178566382670597,0.15977213180427602
