,Accuracy,Precision,Recall,F1,Log-Loss-Value,AUC
0,0.9341580207501995,0.9476643598615917,0.9803131991051454,0.9637123378051462,0.1630357337854787,0.950228253960392
1,0.9341580207501995,0.9497597204019222,0.9775179856115108,0.9634389541325061,0.16067104822946784,0.9547170774019083
2,0.9325618515562649,0.9481193255512321,0.9781445138269402,0.9628979143798024,0.16067625358582432,0.9501003568242641
3,0.9361532322426177,0.9478897502153316,0.9825892857142857,0.9649276633055678,0.16552873680912572,0.9470260472610097
4,0.9297685554668795,0.9434125269978402,0.9798115746971736,0.9612676056338029,0.16920082594280852,0.948153078957555
5,0.9365522745411013,0.951304347826087,0.9789709172259508,0.9649393605292172,0.15206590294798447,0.9585774783922336
6,0.9321628092577813,0.948170731707317,0.9771095152603232,0.962422634836428,0.15981162736307641,0.9547405163840202
7,0.9345570630486831,0.9491304347826087,0.9789237668161435,0.9637969094922737,0.1616487368792819,0.9525654773510106
8,0.9345570630486831,0.9476643598615917,0.9807520143240823,0.9639243290805103,0.1649144747133926,0.949577716046132
9,0.931364724660814,0.9494060712714474,0.9742663656884876,0.9616755793226381,0.15851858586288445,0.9576644713876801
10,0.936951316839585,0.948662640207075,0.982573726541555,0.9653204565408253,0.1576912817614766,0.9542702039400851
11,0.9381484437350359,0.9519896193771626,0.9804008908685968,0.9659863945578231,0.15130178299425961,0.9576581419757826
12,0.9353551476456504,0.9491159982751186,0.9804008908685968,0.9645048203330412,0.15506409112598016,0.9538676838269804
13,0.9405426975259378,0.9544666088464874,0.9804008908685968,0.967259942869699,0.14869503039533197,0.9579260852127759
14,0.9341580207501995,0.9491746307558645,0.9785042543663234,0.9636163175303197,0.16088412158970392,0.9530453126512239
15,0.9381484437350359,0.9518647007805724,0.9803483698079499,0.9658965896589659,0.15529388567588134,0.954790210316604
16,0.9365522745411013,0.9502164502164502,0.9803483698079499,0.9650472631347549,0.16315301740074206,0.9489054269478918
17,0.9365522745411013,0.950477845351868,0.9798477384684281,0.9649393605292172,0.15921888613504748,0.9532355985557956
18,0.9341580207501995,0.9488069414316703,0.9789615040286481,0.9636483807005949,0.1592078496458138,0.9529497340565591
19,0.9373503591380686,0.9506707053223713,0.9808035714285714,0.965502087453307,0.1541469252843191,0.956233216970999
20,0.9309656823623305,0.9464131374243734,0.9781152300133988,0.9620030748956732,0.1604116044809076,0.9525386701192513
21,0.9385474860335196,0.954367666232073,0.978173719376392,0.9661240651121865,0.1477004543124027,0.9590746571777214
22,0.9309656823623305,0.9474835886214442,0.9761045987376015,0.9615811681101488,0.16523963075266207,0.9530717738703537
23,0.9353551476456504,0.9495213228894691,0.9793536804308797,0.964206805125939,0.1583743585469974,0.955300750423001
24,0.9325618515562649,0.9479392624728851,0.9780662488809311,0.9627671293236396,0.15880397470243227,0.9549311443467271
25,0.9325618515562649,0.9462272333044233,0.9797934440951953,0.9627178469005074,0.16714313978734419,0.9491480413884342
26,0.9353551476456504,0.9485199485199485,0.9813581890812251,0.9646596858638743,0.15299860981734154,0.9534393316596754
27,0.9385474860335196,0.9522569444444444,0.9803395889186773,0.9660942316160281,0.15761434801370017,0.9526762968001814
28,0.9317637669592976,0.9449501517121803,0.9802158273381295,0.96225998675789,0.170304247434578,0.947495726822797
29,0.9317637669592976,0.9460154241645244,0.9800266311584553,0.9627207325049052,0.15671411763874699,0.9510218259711689
Mean,0.9347432827879755,0.9490554149609125,0.9794178834452049,0.9639953209345744,0.15920110945383315,0.9531643435666737
Std,0.002678310816419952,0.00245067557885583,0.0017309936364685043,0.0015326999293570182,0.0054938009792918265,0.0032634745559737923
