,RMSE,R-squared,MAE
0,2.177380202887758,0.5460980496813661,1.5759929643593988
1,2.1733855391335912,0.5483200798849228,1.5662989698466094
2,2.124051027054081,0.5409891168638683,1.5516181375273472
3,2.199078134301795,0.5516130818828251,1.5670242249963273
4,2.185015979613656,0.5558902996794772,1.5757977999989001
5,2.1437230503593425,0.5542143103847825,1.5461641993415658
6,2.2165644899994956,0.5206700230423937,1.5819454823349186
7,2.16564266778813,0.5352939089812063,1.5447647524156818
8,2.1669556859548624,0.5433665196976708,1.5607580130595373
9,2.152858042597663,0.5473151398694398,1.5582089086690787
10,2.173575215461092,0.5430500661502885,1.566244009568614
11,2.1912271018882197,0.5283492829817298,1.5806421831655602
12,2.24986555316375,0.5182481353866268,1.6112324887796676
13,2.237586286794297,0.525224915593641,1.6057856714959517
14,2.1367469229794622,0.5454762636354242,1.54449129034393
15,2.1811060349273013,0.5515664966928939,1.5703122351184207
16,2.157948027771449,0.5505419617448783,1.549213323481355
17,2.193154630774542,0.5387105194093413,1.5661165896169864
18,2.1372666870186574,0.5512490525227981,1.5554527392887252
19,2.15056721643048,0.5506503051508742,1.5435472196289164
20,2.137919169616141,0.5489719572419681,1.547422158628967
21,2.188899538107595,0.5223289596831917,1.578956044721047
22,2.196246092512612,0.5525187604767929,1.5941791843952577
23,2.173726561973212,0.5509485185730337,1.5783770435476143
24,2.135693549147456,0.5547294251281769,1.5643346679326349
25,2.2264082763484434,0.5466534623480885,1.6019962081828005
26,2.1697234004379986,0.5315541190117872,1.5849201316136483
27,2.1640806813461095,0.5482136230907775,1.562806307186877
28,2.2257913802586944,0.5246435357047015,1.6017402321996017
29,2.213578564719712,0.5365114493733398,1.5828886289444657
Mean,2.17819219037892,0.5421303779956103,1.5706410603463472
Std,0.031979128182485994,0.011093055030444976,0.019022552602498456
