,Accuracy,Precision,Recall,F1,Log-Loss-Value,AUC
0,0.9321628092577813,0.9332773814519513,0.9950782997762864,0.9631875270679948,0.17776740436069313,0.950660822044462
1,0.9317637669592976,0.9355112431056428,0.9914568345323741,0.962671905697446,0.175116156149012,0.9567005969692332
2,0.9297685554668795,0.9322175732217574,0.9937555753791257,0.9620034542314335,0.17759927798363792,0.9495242343146001
3,0.928172386272945,0.931323283082077,0.9928571428571429,0.9611063094209161,0.1801375143347821,0.947391917293233
4,0.926975259377494,0.929471032745592,0.9932705248990579,0.9603122966818478,0.1863801750820597,0.9464249562300687
5,0.928172386272945,0.9326315789473684,0.9910514541387024,0.9609544468546638,0.1740360252597351,0.9555090517348126
6,0.9305666400638468,0.9333333333333333,0.992818671454219,0.9621574597651152,0.17893206696510217,0.9523542745695724
7,0.9337589784517158,0.9361792054099747,0.9932735426008968,0.963881636205396,0.1755674082942364,0.953719048547475
8,0.931364724660814,0.9328295549958019,0.9946284691136974,0.962738301559792,0.1810845748039683,0.9486042906419506
9,0.9325618515562649,0.9356899488926746,0.9918735891647855,0.9629629629629629,0.1768255591253563,0.9570609635956034
10,0.9289704708699122,0.9306020066889632,0.9946380697050938,0.9615550755939525,0.17448171643307905,0.9547853894068531
11,0.9293695131683959,0.9326359832635983,0.9928730512249443,0.9618122977346278,0.17227931663222554,0.9548831374958401
12,0.9325618515562649,0.9339464882943144,0.9951002227171493,0.9635540219969808,0.17512786708084505,0.9512471307033936
13,0.9337589784517158,0.9365812683746325,0.9933184855233853,0.9641158668396023,0.16810420811730753,0.956413144578416
14,0.9305666400638468,0.9327448507776377,0.9937304075235109,0.9622723330442324,0.17693937887240344,0.9538277814139883
15,0.9353551476456504,0.9361612767744645,0.9955337204108977,0.964935064935065,0.1738209375008443,0.9542808537117794
16,0.9305666400638468,0.9325513196480938,0.994193836534167,0.9623865110246433,0.17946672802390892,0.9474827412585541
17,0.9361532322426177,0.937526382439848,0.9946260635915808,0.9652325076053889,0.17536329286302732,0.9528820932761819
18,0.9333599361532322,0.9347917543121582,0.9946284691136974,0.9637822598134895,0.17566486670127457,0.951878390120596
19,0.9333599361532322,0.9349559378934117,0.9946428571428572,0.963876270819814,0.1740464261334327,0.9546304377013963
20,0.926975259377494,0.9304857621440537,0.9924073246985261,0.9604495353360709,0.17949014375305772,0.9498179196504591
21,0.9357541899441341,0.9374475230898405,0.9946547884187082,0.9652042360060514,0.16857230417507196,0.955726220037717
22,0.9257781324820431,0.9286919831223629,0.9923354373309288,0.9594594594594594,0.18477847563040178,0.9505850177837893
23,0.9309656823623305,0.9337273111017307,0.992818671454219,0.962366760931042,0.1750899410881116,0.9557084135205302
24,0.9285714285714286,0.9315413691726165,0.9928379588182632,0.9612134344528711,0.1757426771998994,0.9552471167518036
25,0.9285714285714286,0.9313395113732098,0.9928154467894028,0.961095414040426,0.1821411812967927,0.9488655841553562
26,0.9349561053471668,0.9368729096989966,0.9946737683089214,0.9649085037674919,0.1691176376466884,0.9542779149101155
27,0.9341580207501995,0.9360538493899874,0.9941912421805184,0.9642470205850487,0.17489492886369293,0.9512682899177036
28,0.9289704708699122,0.9312816188870152,0.9932553956834532,0.9612706701479548,0.18318136667709867,0.9490184448186132
29,0.9321628092577813,0.9341392246769488,0.9946737683089214,0.9634565778159931,0.17490783393346981,0.9489639637268885
Mean,0.9312051077414206,0.9335514155436687,0.9936004363131813,0.9626390040799259,0.17655524636604053,0.9523246713626996
Std,0.002754259206183121,0.0023579442051446624,0.001135365407085746,0.0015205037379767774,0.004269532746208048,0.0030718329182847803
