,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.6697621744054361,0.53,0.6698106803580188,0.5280776992829276
1,3.0,0.6805209513023782,0.5396610169491526,0.680090686636935,0.5379540099343163
2,5.0,0.6962627406568516,0.5401694915254237,0.6961072216497082,0.5388648719097104
3,7.0,0.7099660249150622,0.5374576271186442,0.710038620136695,0.5354548800687713
4,11.0,0.7417893544733861,0.5413559322033897,0.7423354611898103,0.539537686116394
5,13.0,0.7542468856172141,0.5432203389830509,0.7547073096762407,0.5412963826728806
6,15.0,0.7645526613816535,0.5415254237288136,0.7651395894614639,0.5396652318696631
7,17.0,0.7784824462061155,0.5415254237288136,0.7791440883758683,0.5397644284104994
8,20.0,0.7970554926387317,0.5415254237288135,0.797757323389533,0.5397778641616526
9,25.0,0.8252548131370329,0.5391525423728813,0.8259793302639812,0.5375674993452089
10,30.0,0.8482446206115515,0.5367796610169491,0.8489563868283974,0.5351988116343628
11,40.0,0.8859569648924122,0.5293220338983051,0.8865131749842685,0.5275463742184591
12,50.0,0.9070215175537939,0.5259322033898305,0.9074802046078274,0.5239463682002556
