,l2,dropout,method,accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,0,0.0,SGD,0.46036240458488464,0.4406779557466507,0.11648090493007299,0.12411543292716976
1,0,0.2,SGD,0.44733861088752747,0.4567796587944031,0.15323367910731503,0.13728688223381713
2,0,0.4,SGD,0.4218573123216629,0.41355931758880615,0.01609252423017682,0.013070765987007014
3,0,0.6000000000000001,SGD,0.39750848710536957,0.37542372941970825,0.02366292887563205,0.015836659904456516
4,0,0.8,SGD,0.4501698762178421,0.4262711852788925,0.15965421056816398,0.15675265898973328
