,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.4284258210645526,0.42491525423728815,0.2570902824429143,0.253644429898629
1,3.0,0.4286523216308041,0.42474576271186437,0.2575817540137054,0.2535724806575685
2,5.0,0.4293318233295583,0.42457627118644065,0.2590560314935343,0.25350108140079536
3,7.0,0.43012457531143833,0.42474576271186437,0.26076847627234345,0.2538700620352543
4,11.0,0.4455266138165346,0.4384745762711864,0.30368511511694535,0.29399823909219786
5,13.0,0.44983012457531146,0.4425423728813559,0.3157181767925078,0.30554906569125956
6,20.0,0.5110985277463194,0.4876271186440678,0.4293187967367573,0.4019534067217715
7,30.0,0.5647791619479049,0.5342372881355933,0.5292482105278562,0.494957612126422
8,50.0,0.5910532276330691,0.5566101694915254,0.5802510870368034,0.545261791686225
9,70.0,0.6009060022650057,0.5583050847457628,0.5938340011821637,0.5504772446752807
10,90.0,0.6133635334088335,0.5596610169491526,0.6075171944829395,0.5530098764516943
11,120.0,0.6274065685164214,0.5581355932203389,0.6219174685526825,0.5519224846311599
12,150.0,0.6364665911664779,0.5584745762711865,0.6314314883827864,0.552628891283904
13,200.0,0.6489241223103057,0.5577966101694916,0.6448086001369557,0.552554690602669
