,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.666251415628539,0.5406779661016948,0.6654948775407085,0.5376353682900479
1,3.0,0.674065685164213,0.5408474576271187,0.6734258119589122,0.5379960949452212
2,5.0,0.6916194790486976,0.5420338983050847,0.6915437947110739,0.54037724864088
3,7.0,0.7056625141562853,0.5393220338983051,0.705496334383293,0.5374377230363334
4,11.0,0.7274065685164214,0.5406779661016949,0.7274506907755731,0.5383209000193219
5,13.0,0.7380520951302378,0.5418644067796611,0.7382473726591474,0.5398479827317166
6,15.0,0.7469988674971687,0.5442372881355931,0.747174471165513,0.5424928373768598
7,17.0,0.7553793884484711,0.5403389830508474,0.755573412921079,0.5377614381360304
8,20.0,0.7721404303510759,0.5399999999999999,0.7725060937844537,0.5379759920837339
9,25.0,0.797281993204983,0.5369491525423729,0.7977990107412606,0.5346226233683394
10,30.0,0.8134767836919592,0.5354237288135593,0.8141095989639192,0.5329712011260556
11,40.0,0.8490373725934315,0.5283050847457627,0.8496896791535873,0.52618563691774
12,50.0,0.8775764439411098,0.5223728813559323,0.878065814087582,0.5203310016546515
