,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.4425821064552661,0.4327118644067796,0.29240937407993756,0.27982060950040705
1,3.0,0.4723669309173273,0.45610169491525426,0.3682804374894325,0.34849916931208963
2,5.0,0.5483578708946772,0.52,0.5029502783739005,0.4708287870472011
3,7.0,0.5795016987542468,0.5457627118644068,0.5582225949512896,0.5234542526260599
4,11.0,0.5971687429218574,0.5571186440677967,0.5893924067107378,0.5487302849066547
5,13.0,0.602718006795017,0.5559322033898305,0.595950904096419,0.5486943787340348
6,20.0,0.618573046432616,0.5601694915254237,0.6128570892078273,0.5537515779228926
7,30.0,0.6359003397508495,0.5583050847457627,0.6311086278654043,0.5523012044150677
8,50.0,0.6595696489241223,0.5538983050847458,0.6565016652298012,0.5493716162112285
9,70.0,0.680634201585504,0.5491525423728814,0.6788445836642942,0.5455583554994521
10,90.0,0.6951302378255945,0.5428813559322033,0.6939740450205274,0.5393665837874283
11,120.0,0.7200453001132503,0.5401694915254238,0.7196379065369,0.5376147345268059
12,150.0,0.7399773499433749,0.5342372881355933,0.7400504660114069,0.5322784471113258
13,200.0,0.7674971687429218,0.5293220338983051,0.7678876169272333,0.5274203965629853
