,num_of_estimators(trees),accuracy_train_mean,accuracy_test_mean,f1_train_mean,f1_test_mean
0,2.0,0.57361268403171,0.5459322033898305,0.5535806670884067,0.5242467791975142
1,3.0,0.590713476783692,0.5540677966101695,0.5795113626425079,0.542446257566201
2,5.0,0.6040770101925255,0.5569491525423729,0.5980449713492564,0.5495554513229844
3,7.0,0.6221970554926386,0.5552542372881356,0.6172526931738358,0.5487147476437073
4,11.0,0.6424688561721404,0.5538983050847457,0.6384125010998695,0.5484268513860937
5,13.0,0.6520951302378257,0.5516949152542374,0.6490900551524822,0.5469548841002005
6,20.0,0.6745186862967156,0.5523728813559322,0.6727326675465093,0.548145505969033
7,30.0,0.7016987542468855,0.5410169491525423,0.7005897202756523,0.5375600301184942
8,50.0,0.7447338618346546,0.5313559322033898,0.7444603987113672,0.5292371887519878
9,70.0,0.7816534541336354,0.5232203389830509,0.7820916431770575,0.5219335401300507
10,90.0,0.8091732729331824,0.514406779661017,0.8097627895392563,0.513335136327697
11,120.0,0.8434881087202717,0.5125423728813558,0.8440670391029025,0.5107685632326207
12,150.0,0.8648924122310305,0.5096610169491524,0.8654210417888109,0.5086107419149103
13,200.0,0.8952434881087203,0.5044067796610169,0.8956187465981345,0.5034159241338265
